GEOID,LONGNAME,COUNTY,PlanningRegion,ARCModelingArea,% Gross rent 30.0 percent of income or greater 2019
13097080505,"Census Tract 805.05, Douglas County",Douglas,Atlanta Regional Commission,Yes,38.8
13305970600,"Census Tract 9706, Wayne County",Wayne,Heart of Georgia Altamaha,No,32.8
13077170502,"Census Tract 1705.02, Coweta County",Coweta,Three Rivers,Yes,42.7
13051011006,"Census Tract 110.06, Chatham County",Chatham,Coastal Regional Commission,No,46.2
13177020200,"Census Tract 202, Lee County",Lee,Southwest Georgia,No,48.9
13297110505,"Census Tract 1105.05, Walton County",Walton,Northeast Georgia,Yes,32.1
13135050311,"Census Tract 503.11, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,13.9
13177020402,"Census Tract 204.02, Lee County",Lee,Southwest Georgia,No,36.1
13121010121,"Census Tract 101.21, Fulton County",Fulton,Atlanta Regional Commission,Yes,39.7
13139001603,"Census Tract 16.03, Hall County",Hall,Georgia Mountains,Yes,69.7
13139001202,"Census Tract 12.02, Hall County",Hall,Georgia Mountains,Yes,24.5
13139000702,"Census Tract 7.02, Hall County",Hall,Georgia Mountains,Yes,21.9
13013180402,"Census Tract 1804.02, Barrow County",Barrow,Northeast Georgia,Yes,29.6
13045911200,"Census Tract 9112, Carroll County",Carroll,Three Rivers,Yes,50.5
13045910300,"Census Tract 9103, Carroll County",Carroll,Three Rivers,Yes,71.7
13045910800,"Census Tract 9108, Carroll County",Carroll,Three Rivers,Yes,53.6
13243790200,"Census Tract 7902, Randolph County",Randolph,River Valley,No,44.8
13101880200,"Census Tract 8802, Echols County",Echols,Southern Georgia,No,35.2
13313000600,"Census Tract 6, Whitfield County",Whitfield,Northwest Georgia,No,24.2
13121010209,"Census Tract 102.09, Fulton County",Fulton,Atlanta Regional Commission,Yes,39.1
13121010604,"Census Tract 106.04, Fulton County",Fulton,Atlanta Regional Commission,Yes,63
13067031106,"Census Tract 311.06, Cobb County",Cobb,Atlanta Regional Commission,Yes,56.2
13107970600,"Census Tract 9706, Emanuel County",Emanuel,Heart of Georgia Altamaha,No,59.9
13121002100,"Census Tract 21, Fulton County",Fulton,Atlanta Regional Commission,Yes,41.2
13053020203,"Census Tract 202.03, Chattahoochee County",Chattahoochee,River Valley,No,52.1
13003960300,"Census Tract 9603, Atkinson County",Atkinson,Southern Georgia,No,59.3
13057090100,"Census Tract 901, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,30.3
13245001601,"Census Tract 16.01, Richmond County",Richmond,Central Savannah River Area,No,85.5
13245010201,"Census Tract 102.01, Richmond County",Richmond,Central Savannah River Area,No,38.6
13127000102,"Census Tract 1.02, Glynn County",Glynn,Coastal Regional Commission,No,41.1
13261950700,"Census Tract 9507, Sumter County",Sumter,River Valley,No,66.5
13121001202,"Census Tract 12.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,42.1
13121011619,"Census Tract 116.19, Fulton County",Fulton,Atlanta Regional Commission,Yes,32.5
13121011421,"Census Tract 114.21, Fulton County",Fulton,Atlanta Regional Commission,Yes,64
13293010202,"Census Tract 102.02, Upson County",Upson,Three Rivers,No,63
13019970600,"Census Tract 9706, Berrien County",Berrien,Southern Georgia,No,26.7
13121010512,"Census Tract 105.12, Fulton County",Fulton,Atlanta Regional Commission,Yes,65.4
13089021806,"Census Tract 218.06, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,45
13067031406,"Census Tract 314.06, Cobb County",Cobb,Atlanta Regional Commission,Yes,51.2
13121003800,"Census Tract 38, Fulton County",Fulton,Atlanta Regional Commission,Yes,61
13241970201,"Census Tract 9702.01, Rabun County",Rabun,Georgia Mountains,No,57.4
13109970100,"Census Tract 9701, Evans County",Evans,Heart of Georgia Altamaha,No,38
13147960400,"Census Tract 9604, Hart County",Hart,Georgia Mountains,No,68
13245010706,"Census Tract 107.06, Richmond County",Richmond,Central Savannah River Area,No,51.5
13155950100,"Census Tract 9501, Irwin County",Irwin,Southern Georgia,No,48.2
13063040515,"Census Tract 405.15, Clayton County",Clayton,Atlanta Regional Commission,Yes,62.1
13081010201,"Census Tract 102.01, Crisp County",Crisp,River Valley,No,67.4
13263960300,"Census Tract 9603, Talbot County",Talbot,River Valley,No,70.8
13089022500,"Census Tract 225, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,37.8
13089023413,"Census Tract 234.13, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,31.7
13135050319,"Census Tract 503.19, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,60.7
13087970100,"Census Tract 9701, Decatur County",Decatur,Southwest Georgia,No,17.7
13007960200,"Census Tract 9602, Baker County",Baker,Southwest Georgia,No,29.7
13063040514,"Census Tract 405.14, Clayton County",Clayton,Atlanta Regional Commission,Yes,43.4
13095010402,"Census Tract 104.02, Dougherty County",Dougherty,Southwest Georgia,No,62.9
13311950201,"Census Tract 9502.01, White County",White,Georgia Mountains,No,52.4
13253200300,"Census Tract 2003, Seminole County",Seminole,Southwest Georgia,No,50.7
13055010600,"Census Tract 106, Chattooga County",Chattooga,Northwest Georgia,No,26.5
13089021812,"Census Tract 218.12, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,52.8
13135050534,"Census Tract 505.34, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,28.4
13135050315,"Census Tract 503.15, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,57.1
13313001300,"Census Tract 13, Whitfield County",Whitfield,Northwest Georgia,No,40.5
13089021706,"Census Tract 217.06, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,58.9
13217100600,"Census Tract 1006, Newton County",Newton,Northeast Georgia,Yes,64.6
13077170306,"Census Tract 1703.06, Coweta County",Coweta,Three Rivers,Yes,46.2
13097080304,"Census Tract 803.04, Douglas County",Douglas,Atlanta Regional Commission,Yes,49.9
13267950400,"Census Tract 9504, Tattnall County",Tattnall,Heart of Georgia Altamaha,No,23.1
13219030600,"Census Tract 306, Oconee County",Oconee,Northeast Georgia,No,18.1
13115001400,"Census Tract 14, Floyd County",Floyd,Northwest Georgia,No,42.7
13063040307,"Census Tract 403.07, Clayton County",Clayton,Atlanta Regional Commission,Yes,59.3
13219030500,"Census Tract 305, Oconee County",Oconee,Northeast Georgia,No,25
13247060202,"Census Tract 602.02, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,35.5
13015960102,"Census Tract 9601.02, Bartow County",Bartow,Northwest Georgia,Yes,43.1
13013180106,"Census Tract 1801.06, Barrow County",Barrow,Northeast Georgia,Yes,45.2
13021013408,"Census Tract 134.08, Bibb County",Bibb,Middle Georgia,No,54.4
13169030101,"Census Tract 301.01, Jones County",Jones,Middle Georgia,No,33.3
13211010500,"Census Tract 105, Morgan County",Morgan,Northeast Georgia,No,29.5
13169030103,"Census Tract 301.03, Jones County",Jones,Middle Georgia,No,51.2
13013180301,"Census Tract 1803.01, Barrow County",Barrow,Northeast Georgia,Yes,63
13201950100,"Census Tract 9501, Miller County",Miller,Southwest Georgia,No,44.3
13095010700,"Census Tract 107, Dougherty County",Dougherty,Southwest Georgia,No,64.4
13095010900,"Census Tract 109, Dougherty County",Dougherty,Southwest Georgia,No,63.1
13095000200,"Census Tract 2, Dougherty County",Dougherty,Southwest Georgia,No,71
13059002000,"Census Tract 20, Clarke County",Clarke,Northeast Georgia,No,58.6
13121001300,"Census Tract 13, Fulton County",Fulton,Atlanta Regional Commission,Yes,36.2
13267950202,"Census Tract 9502.02, Tattnall County",Tattnall,Heart of Georgia Altamaha,No,13.3
13175950700,"Census Tract 9507, Laurens County",Laurens,Heart of Georgia Altamaha,No,51.3
13137000500,"Census Tract 5, Habersham County",Habersham,Georgia Mountains,No,41.7
13137000602,"Census Tract 6.02, Habersham County",Habersham,Georgia Mountains,No,56.7
13137000300,"Census Tract 3, Habersham County",Habersham,Georgia Mountains,No,37.6
13195020300,"Census Tract 203, Madison County",Madison,Northeast Georgia,No,32.5
13247060306,"Census Tract 603.06, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,17.1
13247060305,"Census Tract 603.05, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,47.1
13189950500,"Census Tract 9505, McDuffie County",McDuffie,Central Savannah River Area,No,31.4
13089023802,"Census Tract 238.02, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,63.2
13149970300,"Census Tract 9703, Heard County",Heard,Three Rivers,No,19.3
13121010510,"Census Tract 105.10, Fulton County",Fulton,Atlanta Regional Commission,Yes,60.2
13117130302,"Census Tract 1303.02, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,23.3
13255160700,"Census Tract 1607, Spalding County",Spalding,Three Rivers,Yes,25.9
13121009501,"Census Tract 95.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,29.1
13021012300,"Census Tract 123, Bibb County",Bibb,Middle Georgia,No,57.5
13115000100,"Census Tract 1, Floyd County",Floyd,Northwest Georgia,No,59.4
13115001701,"Census Tract 17.01, Floyd County",Floyd,Northwest Georgia,No,34
13169030301,"Census Tract 303.01, Jones County",Jones,Middle Georgia,No,52.4
13169030200,"Census Tract 302, Jones County",Jones,Middle Georgia,No,59.7
13185010201,"Census Tract 102.01, Lowndes County",Lowndes,Southern Georgia,No,46.7
13153020700,"Census Tract 207, Houston County",Houston,Middle Georgia,No,56.9
13179010103,"Census Tract 101.03, Liberty County",Liberty,Coastal Regional Commission,No,53.6
13089021605,"Census Tract 216.05, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,35.6
13059000100,"Census Tract 1, Clarke County",Clarke,Northeast Georgia,No,82.6
13241970202,"Census Tract 9702.02, Rabun County",Rabun,Georgia Mountains,No,49.6
13121006400,"Census Tract 64, Fulton County",Fulton,Atlanta Regional Commission,Yes,65.8
13179010206,"Census Tract 102.06, Liberty County",Liberty,Coastal Regional Commission,No,41.8
13135050542,"Census Tract 505.42, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,51.5
13059000401,"Census Tract 4.01, Clarke County",Clarke,Northeast Georgia,No,63.8
13135050429,"Census Tract 504.29, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,58.7
13077170100,"Census Tract 1701, Coweta County",Coweta,Three Rivers,Yes,57.3
13185011600,"Census Tract 116, Lowndes County",Lowndes,Southern Georgia,No,49.1
13043950100,"Census Tract 9501, Candler County",Candler,Heart of Georgia Altamaha,No,67
13245010711,"Census Tract 107.11, Richmond County",Richmond,Central Savannah River Area,No,46.6
13121007100,"Census Tract 71, Fulton County",Fulton,Atlanta Regional Commission,Yes,65.8
13021012102,"Census Tract 121.02, Bibb County",Bibb,Middle Georgia,No,37.4
13245010904,"Census Tract 109.04, Richmond County",Richmond,Central Savannah River Area,No,62.4
13089980000,"Census Tract 9800, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,
13215011100,"Census Tract 111, Muscogee County",Muscogee,River Valley,No,44.7
13179010205,"Census Tract 102.05, Liberty County",Liberty,Coastal Regional Commission,No,43.1
13215002800,"Census Tract 28, Muscogee County",Muscogee,River Valley,No,54.5
13215003301,"Census Tract 33.01, Muscogee County",Muscogee,River Valley,No,76.2
13021012000,"Census Tract 120, Bibb County",Bibb,Middle Georgia,No,70.9
13215010605,"Census Tract 106.05, Muscogee County",Muscogee,River Valley,No,33.8
13223120303,"Census Tract 1203.03, Paulding County",Paulding,Northwest Georgia,Yes,36.5
13051011003,"Census Tract 110.03, Chatham County",Chatham,Coastal Regional Commission,No,50.4
13069010300,"Census Tract 103, Coffee County",Coffee,Southern Georgia,No,43.5
13039010403,"Census Tract 104.03, Camden County",Camden,Coastal Regional Commission,No,29.7
13039010402,"Census Tract 104.02, Camden County",Camden,Coastal Regional Commission,No,51.1
13121007604,"Census Tract 76.04, Fulton County",Fulton,Atlanta Regional Commission,Yes,71.7
13121011426,"Census Tract 114.26, Fulton County",Fulton,Atlanta Regional Commission,Yes,49.1
13121011613,"Census Tract 116.13, Fulton County",Fulton,Atlanta Regional Commission,Yes,34
13277960300,"Census Tract 9603, Tift County",Tift,Southern Georgia,No,35.3
13133950400,"Census Tract 9504, Greene County",Greene,Northeast Georgia,No,62.7
13255160500,"Census Tract 1605, Spalding County",Spalding,Three Rivers,Yes,64.1
13277960100,"Census Tract 9601, Tift County",Tift,Southern Georgia,No,27.6
13059001900,"Census Tract 19, Clarke County",Clarke,Northeast Georgia,No,50.7
13073030201,"Census Tract 302.01, Columbia County",Columbia,Central Savannah River Area,No,54.8
13187960101,"Census Tract 9601.01, Lumpkin County",Lumpkin,Georgia Mountains,No,59.5
13291000204,"Census Tract 2.04, Union County",Union,Georgia Mountains,No,45.7
13067031111,"Census Tract 311.11, Cobb County",Cobb,Atlanta Regional Commission,Yes,19.2
13021012500,"Census Tract 125, Bibb County",Bibb,Middle Georgia,No,60
13151070309,"Census Tract 703.09, Henry County",Henry,Atlanta Regional Commission,Yes,78.8
13089021805,"Census Tract 218.05, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,47.8
13235950100,"Census Tract 9501, Pulaski County",Pulaski,Middle Georgia,No,75
13089023315,"Census Tract 233.15, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,33.8
13121011424,"Census Tract 114.24, Fulton County",Fulton,Atlanta Regional Commission,Yes,38.2
13289060100,"Census Tract 601, Twiggs County",Twiggs,Middle Georgia,No,43
13089022010,"Census Tract 220.10, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,54.7
13245010709,"Census Tract 107.09, Richmond County",Richmond,Central Savannah River Area,No,48.1
13135050314,"Census Tract 503.14, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,58.7
13215010802,"Census Tract 108.02, Muscogee County",Muscogee,River Valley,No,63.6
13215011500,"Census Tract 115, Muscogee County",Muscogee,River Valley,No,64.4
13059002200,"Census Tract 22, Clarke County",Clarke,Northeast Georgia,No,53.3
13163960200,"Census Tract 9602, Jefferson County",Jefferson,Central Savannah River Area,No,44.5
13163960100,"Census Tract 9601, Jefferson County",Jefferson,Central Savannah River Area,No,48.7
13039010301,"Census Tract 103.01, Camden County",Camden,Coastal Regional Commission,No,38.6
13067030330,"Census Tract 303.30, Cobb County",Cobb,Atlanta Regional Commission,Yes,12.9
13059150600,"Census Tract 1506, Clarke County",Clarke,Northeast Georgia,No,49.3
13047030301,"Census Tract 303.01, Catoosa County",Catoosa,Northwest Georgia,No,37.8
13063040410,"Census Tract 404.10, Clayton County",Clayton,Atlanta Regional Commission,Yes,44.3
13069010200,"Census Tract 102, Coffee County",Coffee,Southern Georgia,No,19.2
13089020900,"Census Tract 209, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,36.8
13011970200,"Census Tract 9702, Banks County",Banks,Georgia Mountains,No,51.2
13059150700,"Census Tract 1507, Clarke County",Clarke,Northeast Georgia,No,68.2
13277960800,"Census Tract 9608, Tift County",Tift,Southern Georgia,No,36.5
13069010802,"Census Tract 108.02, Coffee County",Coffee,Southern Georgia,No,34.7
13273120200,"Census Tract 1202, Terrell County",Terrell,Southwest Georgia,No,39.1
13151070205,"Census Tract 702.05, Henry County",Henry,Atlanta Regional Commission,Yes,37.7
13025960100,"Census Tract 9601, Brantley County",Brantley,Southern Georgia,No,34.6
13261950400,"Census Tract 9504, Sumter County",Sumter,River Valley,No,78.6
13121009403,"Census Tract 94.03, Fulton County",Fulton,Atlanta Regional Commission,Yes,47.7
13151070306,"Census Tract 703.06, Henry County",Henry,Atlanta Regional Commission,Yes,30
13089022301,"Census Tract 223.01, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,40.3
13089023311,"Census Tract 233.11, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,52.7
13105000100,"Census Tract 1, Elbert County",Elbert,Northeast Georgia,No,65.9
13097080511,"Census Tract 805.11, Douglas County",Douglas,Atlanta Regional Commission,Yes,25.3
13067030224,"Census Tract 302.24, Cobb County",Cobb,Atlanta Regional Commission,Yes,50
13139001402,"Census Tract 14.02, Hall County",Hall,Georgia Mountains,Yes,44.9
13089020100,"Census Tract 201, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,32.2
13255160600,"Census Tract 1606, Spalding County",Spalding,Three Rivers,Yes,39.4
13135050427,"Census Tract 504.27, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,35.8
13089022402,"Census Tract 224.02, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,68
13247060102,"Census Tract 601.02, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,35.8
13151070110,"Census Tract 701.10, Henry County",Henry,Atlanta Regional Commission,Yes,54.7
13185010301,"Census Tract 103.01, Lowndes County",Lowndes,Southern Georgia,No,36.7
13089022203,"Census Tract 222.03, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,47.5
13051010501,"Census Tract 105.01, Chatham County",Chatham,Coastal Regional Commission,No,45.7
13051004400,"Census Tract 44, Chatham County",Chatham,Coastal Regional Commission,No,81.5
13051004500,"Census Tract 45, Chatham County",Chatham,Coastal Regional Commission,No,44.1
13151070311,"Census Tract 703.11, Henry County",Henry,Atlanta Regional Commission,Yes,50.7
13123080200,"Census Tract 802, Gilmer County",Gilmer,Northwest Georgia,No,67.4
13153020105,"Census Tract 201.05, Houston County",Houston,Middle Georgia,No,43.8
13171970100,"Census Tract 9701, Lamar County",Lamar,Three Rivers,No,48.2
13113140102,"Census Tract 1401.02, Fayette County",Fayette,Atlanta Regional Commission,Yes,28.1
13089021813,"Census Tract 218.13, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,47.6
13097080604,"Census Tract 806.04, Douglas County",Douglas,Atlanta Regional Commission,Yes,63.3
13115000800,"Census Tract 8, Floyd County",Floyd,Northwest Georgia,No,49.2
13089021411,"Census Tract 214.11, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,41
13257970400,"Census Tract 9704, Stephens County",Stephens,Georgia Mountains,No,26.6
13071970500,"Census Tract 9705, Colquitt County",Colquitt,Southwest Georgia,No,18.6
13067030414,"Census Tract 304.14, Cobb County",Cobb,Atlanta Regional Commission,Yes,51.5
13121006100,"Census Tract 61, Fulton County",Fulton,Atlanta Regional Commission,Yes,60.6
13067030905,"Census Tract 309.05, Cobb County",Cobb,Atlanta Regional Commission,Yes,54.3
13063040520,"Census Tract 405.20, Clayton County",Clayton,Atlanta Regional Commission,Yes,48.2
13001950200,"Census Tract 9502, Appling County",Appling,Heart of Georgia Altamaha,No,33.1
13143010100,"Census Tract 101, Haralson County",Haralson,Northwest Georgia,No,39.9
13057090502,"Census Tract 905.02, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,22.8
13223120203,"Census Tract 1202.03, Paulding County",Paulding,Northwest Georgia,Yes,30.3
13293010500,"Census Tract 105, Upson County",Upson,Three Rivers,No,46
13215002000,"Census Tract 20, Muscogee County",Muscogee,River Valley,No,73.4
13317010102,"Census Tract 101.02, Wilkes County",Wilkes,Central Savannah River Area,No,58.5
13131950300,"Census Tract 9503, Grady County",Grady,Southwest Georgia,No,65
13295020700,"Census Tract 207, Walker County",Walker,Northwest Georgia,No,54
13083040101,"Census Tract 401.01, Dade County",Dade,Northwest Georgia,No,43.8
13051011109,"Census Tract 111.09, Chatham County",Chatham,Coastal Regional Commission,No,38.5
13113140305,"Census Tract 1403.05, Fayette County",Fayette,Atlanta Regional Commission,Yes,16.7
13191110200,"Census Tract 1102, McIntosh County",McIntosh,Coastal Regional Commission,No,68.9
13135050543,"Census Tract 505.43, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,52
13303950700,"Census Tract 9507, Washington County",Washington,Central Savannah River Area,No,39.7
13079070100,"Census Tract 701, Crawford County",Crawford,Middle Georgia,No,54.7
13005970201,"Census Tract 9702.01, Bacon County",Bacon,Southern Georgia,No,31.3
13151070307,"Census Tract 703.07, Henry County",Henry,Atlanta Regional Commission,Yes,14.7
13067031206,"Census Tract 312.06, Cobb County",Cobb,Atlanta Regional Commission,Yes,40.6
13021013503,"Census Tract 135.03, Bibb County",Bibb,Middle Georgia,No,49.1
13225040301,"Census Tract 403.01, Peach County",Peach,Middle Georgia,No,76.2
13251970300,"Census Tract 9703, Screven County",Screven,Coastal Regional Commission,No,39
13139001605,"Census Tract 16.05, Hall County",Hall,Georgia Mountains,Yes,39.9
13305970200,"Census Tract 9702, Wayne County",Wayne,Heart of Georgia Altamaha,No,28.9
13059140500,"Census Tract 1405, Clarke County",Clarke,Northeast Georgia,No,66
13139000305,"Census Tract 3.05, Hall County",Hall,Georgia Mountains,Yes,29.6
13015960801,"Census Tract 9608.01, Bartow County",Bartow,Northwest Georgia,Yes,60.1
13219030100,"Census Tract 301, Oconee County",Oconee,Northeast Georgia,No,39.6
13013180502,"Census Tract 1805.02, Barrow County",Barrow,Northeast Georgia,Yes,36.3
13047030303,"Census Tract 303.03, Catoosa County",Catoosa,Northwest Georgia,No,45.7
13089023427,"Census Tract 234.27, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,66.5
13103030301,"Census Tract 303.01, Effingham County",Effingham,Coastal Regional Commission,No,37.8
13031110403,"Census Tract 1104.03, Bulloch County",Bulloch,Coastal Regional Commission,No,65.3
13089021218,"Census Tract 212.18, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,46.6
13021013700,"Census Tract 137, Bibb County",Bibb,Middle Georgia,No,56.9
13117130504,"Census Tract 1305.04, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,27.8
13105000200,"Census Tract 2, Elbert County",Elbert,Northeast Georgia,No,39.7
13157010102,"Census Tract 101.02, Jackson County",Jackson,Northeast Georgia,No,55.7
13121005000,"Census Tract 50, Fulton County",Fulton,Atlanta Regional Commission,Yes,37.1
13135050217,"Census Tract 502.17, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,52.3
13169030104,"Census Tract 301.04, Jones County",Jones,Middle Georgia,No,61.4
13121010113,"Census Tract 101.13, Fulton County",Fulton,Atlanta Regional Commission,Yes,48.1
13135050426,"Census Tract 504.26, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,77.3
13071970702,"Census Tract 9707.02, Colquitt County",Colquitt,Southwest Georgia,No,56.6
13277960400,"Census Tract 9604, Tift County",Tift,Southern Georgia,No,60.3
13067030343,"Census Tract 303.43, Cobb County",Cobb,Atlanta Regional Commission,Yes,17.4
13097080403,"Census Tract 804.03, Douglas County",Douglas,Atlanta Regional Commission,Yes,45.6
13135050105,"Census Tract 501.05, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,43.5
13063040203,"Census Tract 402.03, Clayton County",Clayton,Atlanta Regional Commission,Yes,51.4
13151070111,"Census Tract 701.11, Henry County",Henry,Atlanta Regional Commission,Yes,44.1
13067030800,"Census Tract 308, Cobb County",Cobb,Atlanta Regional Commission,Yes,41
13115001300,"Census Tract 13, Floyd County",Floyd,Northwest Georgia,No,45.3
13245010105,"Census Tract 101.05, Richmond County",Richmond,Central Savannah River Area,No,48.9
13161960200,"Census Tract 9602, Jeff Davis County",Jeff Davis,Heart of Georgia Altamaha,No,18.6
13051010601,"Census Tract 106.01, Chatham County",Chatham,Coastal Regional Commission,No,35.2
13135050548,"Census Tract 505.48, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,46.9
13135050709,"Census Tract 507.09, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,61.4
13045910900,"Census Tract 9109, Carroll County",Carroll,Three Rivers,Yes,27.1
13121011800,"Census Tract 118, Fulton County",Fulton,Atlanta Regional Commission,Yes,60.5
13121012000,"Census Tract 120, Fulton County",Fulton,Atlanta Regional Commission,Yes,61.9
13117130306,"Census Tract 1303.06, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,20.8
13019970500,"Census Tract 9705, Berrien County",Berrien,Southern Georgia,No,42.3
13067030232,"Census Tract 302.32, Cobb County",Cobb,Atlanta Regional Commission,Yes,28.5
13077170406,"Census Tract 1704.06, Coweta County",Coweta,Three Rivers,Yes,41.2
13089021306,"Census Tract 213.06, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,55.4
13047030201,"Census Tract 302.01, Catoosa County",Catoosa,Northwest Georgia,No,48.5
13051004300,"Census Tract 43, Chatham County",Chatham,Coastal Regional Commission,No,75.7
13089023426,"Census Tract 234.26, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,62.4
13089022004,"Census Tract 220.04, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,45.5
13279970600,"Census Tract 9706, Toombs County",Toombs,Heart of Georgia Altamaha,No,46.8
13045910702,"Census Tract 9107.02, Carroll County",Carroll,Three Rivers,Yes,14.8
13297110503,"Census Tract 1105.03, Walton County",Walton,Northeast Georgia,Yes,65.7
13093970300,"Census Tract 9703, Dooly County",Dooly,River Valley,No,41.8
13135050537,"Census Tract 505.37, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,58.4
13151070104,"Census Tract 701.04, Henry County",Henry,Atlanta Regional Commission,Yes,41
13121011100,"Census Tract 111, Fulton County",Fulton,Atlanta Regional Commission,Yes,44.6
13129970400,"Census Tract 9704, Gordon County",Gordon,Northwest Georgia,No,47.2
13213010202,"Census Tract 102.02, Murray County",Murray,Northwest Georgia,No,42.4
13151070403,"Census Tract 704.03, Henry County",Henry,Atlanta Regional Commission,Yes,63.1
13097080201,"Census Tract 802.01, Douglas County",Douglas,Atlanta Regional Commission,Yes,35.2
13135050549,"Census Tract 505.49, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,44
13153020106,"Census Tract 201.06, Houston County",Houston,Middle Georgia,No,19.8
13217100100,"Census Tract 1001, Newton County",Newton,Northeast Georgia,Yes,30.6
13153020200,"Census Tract 202, Houston County",Houston,Middle Georgia,No,55.1
13067030324,"Census Tract 303.24, Cobb County",Cobb,Atlanta Regional Commission,Yes,15.2
13215010702,"Census Tract 107.02, Muscogee County",Muscogee,River Valley,No,43.5
13123080400,"Census Tract 804, Gilmer County",Gilmer,Northwest Georgia,No,38.5
13293010201,"Census Tract 102.01, Upson County",Upson,Three Rivers,No,56.8
13121010301,"Census Tract 103.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,39.9
13045910600,"Census Tract 9106, Carroll County",Carroll,Three Rivers,Yes,54.4
13015960901,"Census Tract 9609.01, Bartow County",Bartow,Northwest Georgia,Yes,34.5
13121007706,"Census Tract 77.06, Fulton County",Fulton,Atlanta Regional Commission,Yes,51.8
13121980000,"Census Tract 9800, Fulton County",Fulton,Atlanta Regional Commission,Yes,
13245001602,"Census Tract 16.02, Richmond County",Richmond,Central Savannah River Area,No,44.1
13185011500,"Census Tract 115, Lowndes County",Lowndes,Southern Georgia,No,43.9
13097080603,"Census Tract 806.03, Douglas County",Douglas,Atlanta Regional Commission,Yes,43.3
13135050511,"Census Tract 505.11, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,55.7
13135050545,"Census Tract 505.45, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,68.8
13135050730,"Census Tract 507.30, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,44.1
13085970202,"Census Tract 9702.02, Dawson County",Dawson,Georgia Mountains,Yes,42.8
13121010118,"Census Tract 101.18, Fulton County",Fulton,Atlanta Regional Commission,Yes,54.1
13121011616,"Census Tract 116.16, Fulton County",Fulton,Atlanta Regional Commission,Yes,20
13063040306,"Census Tract 403.06, Clayton County",Clayton,Atlanta Regional Commission,Yes,60.1
13151070204,"Census Tract 702.04, Henry County",Henry,Atlanta Regional Commission,Yes,
13185011401,"Census Tract 114.01, Lowndes County",Lowndes,Southern Georgia,No,42.3
13059150500,"Census Tract 1505, Clarke County",Clarke,Northeast Georgia,No,61.1
13237960201,"Census Tract 9602.01, Putnam County",Putnam,Middle Georgia,No,21.4
13135050731,"Census Tract 507.31, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,40.4
